Name,Glass,Garnish,How to make,Contents,Ratios,Gentle / Boozy,Sweet / Dry Sour,Calories,Calories2,Alcohol percentage,Alcohol percentage2,Popularity,Category,URL
Treacle No.1,Old-fashioned glass,"['Orange', 'zest', 'twist']","STIR half of the rum, sugar syrup and bitters with two ice cubes in glass. Add rest of rum, another couple of ice cubes and STIR again. Fill glass with ice and STIR again. Finally FLOAT apple juice.","['Jamaican-style overproof aged pot still rum', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Apple juice (apple cider) unsweetened & cloudy', 'Angostura Aromatic Bitters']","['2 shot', '1⁄4 shot', '1⁄2 shot', '2 dash']",,,,212 calories,,36.99,13,Contemporary classic,https://www.diffordsguide.com/cocktails/recipe/1983/index.html
Tres Compadres Margarita,Coupe glass,"['Lime', 'wedge', '&', 'salt', 'rim', '(optional)']",SHAKE ingredients with ice and fine strain into chilled glass.,"['Patrón Reposado tequila', 'De Kuyper Triple Sec (40%)', 'Giffard Framboise de Ronce (raspberry liqueur)', 'Lime cordial (sweetened lime juice)', 'Lime juice (freshly squeezed)', 'Orange juice (freshly squeezed)', 'Pink grapefruit juice (freshly squeezed)']","['1 shot', '1⁄3 shot', '1⁄3 shot', '1⁄3 shot', '1⁄3 shot', '1⁄2 shot', '1⁄2 shot']",6,6,137 calories,,14.35,,16,Sours (citrus),https://www.diffordsguide.com/cocktails/recipe/1984/index.html
Toblerone Cocktail,Coupe glass,"['Dust', 'surface', 'of', 'drink', 'with', 'dark', 'chocolate', 'powder', 'and', 'place', 'two', 'segments', 'of', 'Toblerone', 'chocolate', 'on', 'rim']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Gold rum (1-3 years old mellow light) (infused with vanilla)', 'Disaronno amaretto', 'De Kuyper Brown Crème de Cacao', 'Honey syrup (3 honey to 1 water)', 'Single cream / half-and-half', 'Pasteurised egg white (or aquafaba)']","['1 1⁄2 shot', '1⁄2 shot', '3⁄4 shot', '1⁄3 shot', '1⁄2 shot', '1⁄3 shot']",6,3,282 calories,,18.33,,14,Modern,https://www.diffordsguide.com/cocktails/recipe/1985/index.html
Tribbble,Shot glass,['None'],Refrigerate ingredients then LAYER in chilled glass by carefully pouring in the following order.,"['Butterscotch liqueur', 'Giffard Banane du Brésil liqueur', 'Irish cream liqueur']","['1⁄2 shot', '1⁄2 shot', '1⁄2 shot']",,,,,,,,Shot cocktails,https://www.diffordsguide.com/cocktails/recipe/1986/index.html
Trifle'tini,Martini glass,"['Crumbled', ""Cadbury's"", 'Flake', 'bar']","MUDDLE raspberries and strawberries in base of shaker. Add next four ingredients, SHAKE with ice and fine strain into chilled glass. Lightly WHIP cream and FLOAT over drink.","['Raspberries (fresh)', 'Strawberries (hulled, small & ripe)', 'Rémy Martin 1738 Cognac', 'Disaronno amaretto', 'Giffard Fraise des Bois liqueur', 'Pedro Ximénez sherry', 'Single cream / half-and-half']","['10 fresh', '2 fresh', '2 shot', '3⁄4 shot', '1⁄2 shot', '1 shot', '1 1⁄2 shot']",,,,,,,1,Modern,https://www.diffordsguide.com/cocktails/recipe/1987/index.html
Trilby No.1,Nick & Nora glass,"['Orange', 'zest', 'twist']",STIR all ingredients with ice and strain into chilled glass.,"['Blended Scotch whisky', 'Rosso/rouge (sweet) vermouth', 'Giffard Parfait Amour liqueur', 'La Fée Parisienne absinthe', 'Orange Bitters by Angostura']","['1 shot', '1 shot', '1⁄3 shot', '1⁄12 shot', '2 dash']",7,6,,144 calories,,24.19,4,Fruity,https://www.diffordsguide.com/cocktails/recipe/1988/index.html
Trinity,Martini glass,"['Orange', 'zest', 'twist', '(discarded)', '&', 'Luxardo', 'Maraschino', 'cherry']",STIR all ingredients with ice and strain into chilled glass.,"['Blended Scotch whisky', 'De Kuyper Apricot Brandy liqueur', 'Dry vermouth', 'Giffard Menthe Pastille white crème de menthe', 'Orange Bitters by Angostura']","['2 1⁄2 shot', '1⁄4 shot', '1 shot', '1⁄4 shot', '1 dash']",,,,,,,1,,https://www.diffordsguide.com/cocktails/recipe/1989/index.html
Triple 'C' Cocktail,Coupe glass,"['Chocolate', 'powder', 'rim']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Ketel One Vodka', 'De Kuyper Brown Crème de Cacao', 'Cranberry juice (sweetened)']","['2 shot', '2⁄3 shot', '1 1⁄3 shot']",7,5,214 calories,,18.82,,16,Modern,https://www.diffordsguide.com/cocktails/recipe/1990/index.html
Triple Orange,Martini glass,"['Orange', 'zest', 'twist']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Ketel One Vodka', 'Grand Marnier or other cognac orange liqueur', 'Italian red bitter liqueur', 'Orange juice (freshly squeezed)', 'Pasteurised egg white (or aquafaba)']","['1 shot', '1 shot', '1⁄4 shot', '1 1⁄2 shot', '1⁄2 shot']",,,,158 calories,,16.37,4,,https://www.diffordsguide.com/cocktails/recipe/1991/index.html
Tripleberry,Martini glass,"['Seasonal', 'berries']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Raspberries (fresh)', 'Ketel One Vodka', 'Giffard Fraise des Bois liqueur', 'Shiraz red wine', 'Joseph Cartron Double Crème de Cassis de Bourgogne']","['7 fresh', '2 shot', '1⁄2 shot', '1⁄4 shot', '1⁄2 shot']",,,,,,,,,https://www.diffordsguide.com/cocktails/recipe/1992/index.html
Tropic,Collins glass,"['Lemon', 'slice']",SHAKE all ingredients with ice and strain into ice-filled glass.,"['Bénédictine D.O.M. liqueur', 'Sauvignon blanc wine', 'Pink grapefruit juice (freshly squeezed)', 'Lemon juice (freshly squeezed)']","['1 shot', '2 shot', '2 shot', '1⁄2 shot']",,,,,,,6,,https://www.diffordsguide.com/cocktails/recipe/1993/index.html
Tropical Breeze,Collins glass,"['Lime', 'wedge']",SHAKE all ingredients with ice and strain into ice-filled glass.,"['Ketel One Vodka', 'Passoã passion fruit liqueur', 'Cranberry juice (sweetened)', 'Pink grapefruit juice (freshly squeezed)']","['1 1⁄2 shot', '1 shot', '2 1⁄2 shot', '1 1⁄2 shot']",,,,,Cocktails & Mixed Drinks,,5,,https://www.diffordsguide.com/cocktails/recipe/1994/index.html
Tropical Caipirinha,Highball (max 10oz/300ml),"['Stirrer', '(spoon,', 'wooden', 'lolly', 'stick', 'or', 'stick', 'cut', 'from', 'sugar', 'cane)']","1. Cut lime in half (from pole to pole) and then slice one of the halves into eight 3-4mm thick half-moon shaped segments and drop into the base of a robust rocks glass. 2. Add 3 bar spoons caster sugar (or ½oz/15ml sugar syrup 2:1) and MUDDLE. 3. When sure fruit juice is fully extracted and the sugar dissolved, transfer the muddled fruit and sugar into serving glass (preferably a 30cl / 10oz hi-ball glass). 4 POUR cachaça (stored in the freezer), coconut liqueur and pineapple juice (also chilled) into the shaker base or glass used to muddle and swirl to rinse before pouring into serving glass. STIR to ensure all ingredients are well mixed. 5. Use an Ice Tapper to crack (rather than crush) four to five large ice cubes and drop into serving glass. STIR before topping with more ice and serve with a stirrer (but no straws).","['Lime (fresh) (chopped)', 'Powdered sugar (ground in mortar and pestle)', 'Cachaça (from freezer)', 'Coconut rum liqueur (35-40% alc./vol.)', 'Pineapple juice (fresh pressed)']","['1⁄2 fresh', '3 spoon', '1 1⁄2 shot', '1⁄2 shot', '3⁄4 shot']",4,4,,,,23.09,8,Fruity,https://www.diffordsguide.com/cocktails/recipe/1995/index.html
Tropical Daiquiri,Coupe glass,"['Pineapple', 'wedge', 'on', 'rim']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Jamaican aged blended rum', 'Pineapple juice (fresh pressed)', 'Lime juice (freshly squeezed)', 'Giffard Grenadine syrup']","['1 2⁄3 shot', '2⁄3 shot', '1⁄2 shot', '1⁄4 shot']",8,6,,134 calories,,17.44,7,Sours (citrus),https://www.diffordsguide.com/cocktails/recipe/1996/index.html
Tulip Cocktail,Coupe glass,"['Lemon', 'zest', 'twist']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Calvados & straight applejacks', 'Rosso/rouge (sweet) vermouth', 'De Kuyper Apricot Brandy liqueur', 'Lemon juice (freshly squeezed)']","['1 shot', '1 shot', '1⁄2 shot', '1⁄2 shot']",6,6,,149 calories,,18.01,7,Fruity,https://www.diffordsguide.com/cocktails/recipe/1997/index.html
Turf Club Cocktail (Winter's Recipe),Coupe glass,"['Orange', 'zest', 'twist']",STIR all ingredients with ice and strain into chilled glass.,"[""Hayman's Old Tom Gin"", 'Rosso/rouge (sweet) vermouth', 'Angostura Aromatic Bitters']","['1 1⁄2 shot', '1 1⁄2 shot', '2 dash']",,,157 calories,,23.99,,13,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/1998/index.html
Turkish Coffee Cocktail,Coupe glass,"['Float', '3', 'coffee', 'beans']","MUDDLE cardamom pods in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","['Green cardamom pods', 'Ketel One Vodka', 'Espresso coffee (freshly made & hot)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]","['5 whole', '1 1⁄2 shot', '1 1⁄2 shot', '1⁄2 shot']",7,5,,,,13.82,6,Aperitivo/aperitif,https://www.diffordsguide.com/cocktails/recipe/1999/index.html
Turkish Delight Cocktail,Martini glass,"['Turkish', 'Delight']","STIR honey and vodka in base of shaker until honey dissolves. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","['Honey', 'Ketel One Vodka', 'Vanilla flavoured vodka', 'Dutch Cacao white crème de cacao', 'Rose water', 'Chilled water (omit if using wet ice)', 'Pasteurised egg white (or aquafaba)']","['2 spoon', '1 shot', '1 shot', '1⁄2 shot', '1⁄6 shot', '3⁄4 shot', '1⁄2 shot']",,,,,,,4,Modern,https://www.diffordsguide.com/cocktails/recipe/2000/index.html
Turquoise Daiquiri,Coupe glass,"['Lime', 'wedge']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Light white rum (charcoal-filtered 1-4 years old)', 'De Kuyper Triple Sec (40%)', 'De Kuyper Blue Curaçao', 'Lime juice (freshly squeezed)', 'Pineapple juice (fresh pressed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]","['1 1⁄2 shot', '1⁄3 shot', '1⁄3 shot', '1⁄2 shot', '5⁄6 shot', '1⁄6 shot']",7,6,,,,,22,Sours (citrus),https://www.diffordsguide.com/cocktails/recipe/2001/index.html
Tuscan Mule,Collins glass,"['Lime', 'wedge']","SHAKE first two ingredients with ice and strain into ice-filled glass. TOP with ginger beer, lightly stir and serve with straws.","['Tuaca liqueur', 'Lime juice (freshly squeezed)', 'Thomas Henry Ginger Beer']","['2 shot', '3⁄4 shot', 'Top up with']",,,,,,Cocktails & Mixed Drinks,1,,https://www.diffordsguide.com/cocktails/recipe/2002/index.html
Tutti Frutti,Collins glass,"['Lime', 'wedge']",SHAKE all ingredients with ice and strain into ice-filled glass.,"['Patrón Reposado tequila', 'Green melon liqueur', 'Passoã passion fruit liqueur', 'Cranberry juice (sweetened)']","['1 shot', '1 shot', '1 shot', '3 shot']",,,,,Cocktails & Mixed Drinks,,5,,https://www.diffordsguide.com/cocktails/recipe/2003/index.html
Tuxedo Cocktail Original,Coupe glass,"['Lemon', 'zest', 'twist', '&', 'Luxardo', 'Maraschino', 'cherry']",STIR all ingredients with ice and fine strain into chilled glass.,"[""Hayman's Old Tom Gin"", 'Dry vermouth', 'Luxardo Maraschino liqueur', 'La Fée Parisienne absinthe', 'Orange Bitters by Angostura', 'Angostura Aromatic Bitters']","['1 1⁄2 shot', '1 1⁄2 shot', '1 dash', '1 dash', '2 dash', '2 dash']",9,8,151 calories,,24.12,,15,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/2004/index.html
TVR,Collins glass,"['Lime', 'wedge']",POUR ingredients into ice-filled glass. Lightly stir and serve with straws.,"['Patrón Reposado tequila', 'Ketel One Vodka', 'Energy drink (carbonated)']","['1 shot', '1 shot', 'Top up with']",,,,,Cocktails & Mixed Drinks,,2,,https://www.diffordsguide.com/cocktails/recipe/2005/index.html
Twentieth Century,Coupe glass,"['Lemon', 'or', 'orange', 'zest', 'twist']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Rutte Dry Gin', 'Dutch Cacao white crème de cacao', 'Lillet Blanc (or other aromatized wine)', 'Lemon juice (freshly squeezed)']","['1 1⁄2 shot', '1 shot', '1 shot', '1⁄6 shot']",6,7,225 calories,,23.31,,62,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/2006/index.html
Twinkle,Coupe glass,"['Lemon', 'zest', 'twist']",SHAKE first two ingredients with ice and fine strain into chilled glass. TOP with dry sparkling wine.,"['Ketel One Vodka', 'Fiorente Elderflower liqueur', 'Brut champagne or sparkling wine']","['2 shot', '1⁄2 shot', '2 shot']",7,5,196 calories,,20.43,,11,Champagne,https://www.diffordsguide.com/cocktails/recipe/2007/index.html
Twisted Sobriety,Flute glass,"['Pear', 'slice', 'on', 'rim']",STIR first two ingredients with ice and fine strain into chilled glass. TOP with champagne.,"['Rémy Martin 1738 Cognac', 'Poire William eau-de-vie', 'Brut champagne or sparkling wine']","['1 shot', '1 shot', 'Top up with']",,,,,,Cocktails & Mixed Drinks,,Champagne,https://www.diffordsguide.com/cocktails/recipe/2008/index.html
Two 'T' Fruity,Martini glass,"['Tooty', 'Frooties']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Ketel One Vodka', 'Passion fruit syrup', 'Orange Bitters by Angostura']","['2 shot', '1⁄3 shot', '3 dash']",7,5,,165 calories,,27.58,4,Fruity,https://www.diffordsguide.com/cocktails/recipe/2009/index.html
Typhoon,Old-fashioned glass,['None'],STIR all ingredients with ice and strain into ice-filled glass.,"['Rutte Dry Gin', 'Sambuca', 'Lime cordial (sweetened lime juice)']","['1 3⁄4 shot', '1⁄2 shot', '1⁄2 shot']",,,,,Cocktails & Mixed Drinks,,6,,https://www.diffordsguide.com/cocktails/recipe/2010/index.html
Ugurundu,Shot glass,['None'],"Lightly MUDDLE mint in base of shaker (just to bruise). Add other ingredients, SHAKE with ice and fine strain into chilled glass.","['Mint leaves', 'Lime cordial (sweetened lime juice)', 'Cranberry flavoured vodka']","['3 fresh', '1⁄2 shot', '1⁄2 shot']",,,,,,,,Shot cocktails,https://www.diffordsguide.com/cocktails/recipe/2011/index.html
Umbongo,Collins glass,"['Orange', 'slice']","Cut passion fruit in half and scoop out flesh into shaker. Add next three ingredients, SHAKE with ice and fine strain into ice-filled glass. TOP with ginger ale.","['Passion fruit (fresh fruit)', 'Ketel One Vodka', 'Passoã passion fruit liqueur', 'Orange juice (freshly squeezed)', 'Thomas Henry Ginger Ale']","['1 fresh', '1 shot', '1 shot', '1 shot', 'Top up with']",,,,,,,8,,https://www.diffordsguide.com/cocktails/recipe/2012/index.html
Uncle Vanya,Martini glass,"['Lime', 'wedge']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Ketel One Vodka', 'Giffard Crème de Mûre liqueur', 'Lime juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Pasteurised egg white (or aquafaba)']","['1 3⁄4 shot', '1 shot', '1 shot', '1⁄2 shot', '1⁄2 shot']",,,,,,,10,,https://www.diffordsguide.com/cocktails/recipe/2013/index.html
Union Club,Martini glass,"['Orange', 'zest', 'twist']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Bourbon whiskey', 'De Kuyper Triple Sec (40%)', 'Lime juice (freshly squeezed)', 'Giffard Orgeat Syrup', 'Giffard Grenadine syrup', 'Pasteurised egg white (or aquafaba)']","['2 shot', '1⁄4 shot', '1⁄2 shot', '1⁄6 shot', '1⁄6 shot', '1⁄2 shot']",,,,207 calories,,20.26,17,,https://www.diffordsguide.com/cocktails/recipe/2014/index.html
Universal Shot,Shot glass,['None'],Refrigerate ingredients then LAYER in chilled glass by carefully pouring in the order listed.,"['Green melon liqueur', 'Pink grapefruit juice (freshly squeezed)', 'Ketel One Vodka']","['1⁄2 shot', '1⁄2 shot', '1⁄2 shot']",,,,,,,,Shot cocktails,https://www.diffordsguide.com/cocktails/recipe/2015/index.html
Upside-Down Raspberry Cheesecake,Martini glass,"['Crumbled', 'Digestive', 'biscuit']","First Layer: MUDDLE raspberries in base of shaker. Add Chambord, SHAKE with ice and fine strain into centre of glass.  Second Layer: Grate lemon zest into shaker. Add rest of ingredients, SHAKE all ingredients with ice and strain into glass over spoon so as to LAYER over raspberry base.","['Raspberries (fresh)', 'Giffard Framboise de Ronce (raspberry liqueur)', 'Lemon peel (grated)', 'Vanilla flavoured vodka', 'Giffard Vanille de Madagascar', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Mascarpone cheese', 'Single cream / half-and-half']","['4 fresh', '1⁄2 shot', '1⁄2 fresh', '2 shot', '1⁄2 shot', '1⁄2 shot', '5 spoon', '1 shot']",,,,,,,3,Dessert cocktails,https://www.diffordsguide.com/cocktails/recipe/2016/index.html
Urban Holistic,Martini glass,"['Lemon', 'zest', 'twist']",SHAKE first two ingredients with ice and fine strain into chilled glass. TOP with ginger ale.,"['Akashi-Tai Daiginjo Genshu sake', 'Dry vermouth', 'Thomas Henry Ginger Ale']","['2 shot', '1 shot', 'Top up with']",,,,,,Cocktails & Mixed Drinks,1,,https://www.diffordsguide.com/cocktails/recipe/2017/index.html
Urban Oasis,Martini glass,"['Orange', 'zest', 'twist']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Ketel One Oranje Vodka', 'Raspberry flavoured vodka', 'Giffard Framboise de Ronce (raspberry liqueur)', 'Pineapple juice (fresh pressed)']","['1 1⁄2 shot', '1⁄2 shot', '1⁄4 shot', '1 1⁄2 shot']",,,,,,,3,,https://www.diffordsguide.com/cocktails/recipe/2018/index.html
USB Cocktail,Coupe glass,"['Pineapple', 'wedge', 'on', 'rim']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Rémy Martin 1738 Cognac (infused with vanilla)', 'Sauvignon blanc wine', 'Pineapple juice (fresh pressed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]","['1 1⁄2 shot', '1 shot', '1 1⁄4 shot', '1⁄4 shot']",5,6,169 calories,,14.52,,2,Fruitini,https://www.diffordsguide.com/cocktails/recipe/2019/index.html
Utterly Butterly,Collins glass,"['Apple', 'wedge']","STIR peanut butter with vodka in base of shaker. Add other ingredients, SHAKE with ice and fine strain into ice-filled glass.","['Peanut butter', 'Ketel One Vodka', 'Goldwasser cinnamon schnapps liqueur', 'Coconut rum liqueur (35-40% alc./vol.)', 'Apple juice (apple cider) unsweetened & cloudy', 'Pineapple juice (fresh pressed)', 'Lime juice (freshly squeezed)']","['1 spoon', '2 shot', '1⁄4 shot', '1⁄2 shot', '1 1⁄2 shot', '1 1⁄2 shot', '3⁄4 shot']",,,,,,Cocktails & Mixed Drinks,3,,https://www.diffordsguide.com/cocktails/recipe/2020/index.html
Vacation Martini,Martini glass,"['Pineapple', 'wedge', 'on', 'rim']",SHAKE first 5 ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and strain into chilled glass. Then POUR liqueur into the centre of the drink. It should sink to create a blue base and leave a blue spot in the centre of this drink's frothy head.,"['Vanilla flavoured vodka', 'Coconut rum liqueur (35-40% alc./vol.)', 'Lime juice (freshly squeezed)', 'Pineapple juice (fresh pressed)', 'Pasteurised egg white (or aquafaba)', 'De Kuyper Blue Curaçao']","['1 1⁄2 shot', '1⁄2 shot', '1⁄4 shot', '3⁄4 shot', '1⁄4 shot', '1⁄24 shot']",5,6,152 calories,,19.5,,19,Fruitini,https://www.diffordsguide.com/cocktails/recipe/2021/index.html
Valencia Cocktail No. 2,Coupe glass,"['Orange', 'zest', 'twist']",SHAKE first 3 ingredients with ice and strain into chilled glass. TOP with sparkling wine.,"['De Kuyper Apricot Brandy liqueur', 'Orange juice (freshly squeezed)', 'Orange Bitters by Angostura (optional)', 'Brut champagne or sparkling wine']","['1 1⁄2 shot', '3⁄4 shot', '4 dash', '1 1⁄2 shot']",5,6,134 calories,,11.73,,9,Champagne,https://www.diffordsguide.com/cocktails/recipe/2022/index.html
Valkyrie Cocktail,Old-fashioned glass,"['Pinek', 'grapefruit', 'zest', 'twist']",SHAKE all ingredients with ice and strain into glass filled with crushed ice. Serve with straws.,"['Vanilla flavoured vodka', 'Pink grapefruit juice (freshly squeezed)', 'Vanilla sugar syrup']","['2 shot', '1⁄2 shot', '1⁄2 shot']",,,,193 calories,,21.51,4,Modern,https://www.diffordsguide.com/cocktails/recipe/2023/index.html
Vampiro,Old-fashioned glass,"['Lime', 'wedge']",SHAKE all ingredients with ice and strain into ice-filled glass.,"['Patrón Reposado tequila', 'Tomato juice', 'Orange juice (freshly squeezed)', 'Lime juice (freshly squeezed)', 'Giffard Grenadine syrup', 'Hot pepper sauce (red)', 'Salt', 'Black pepper']","['2 shot', '1 shot', '1 shot', '1⁄2 shot', '1⁄2 shot', '7 drop', '1 pinch', '1 grind']",,,,,,,16,Halloween,https://www.diffordsguide.com/cocktails/recipe/2024/index.html
Vanderbilt,Nick & Nora glass,"['Lemon', 'zest', 'twist', '(discarded)', '&', 'skewered', 'Luxardo', 'maraschino', 'cherry']",STIR all ingredients with ice and strain into chilled glass.,"['Rémy Martin 1738 Cognac', 'Cherry Heering cherry brandy liqueur', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Angostura Aromatic Bitters']","['1 1⁄2 shot', '1⁄2 shot', '1⁄12 shot', '2 dash']",8,6,,163 calories,,29.37,24,Nightcap/sipping,https://www.diffordsguide.com/cocktails/recipe/2025/index.html
Vanilla & Grapefruit Daiquiri,Coupe glass,"['Grapefruit', 'zest', 'twist']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Gold rum (1-3 years old mellow light)', 'Licor 43 Original liqueur', 'Lime juice (freshly squeezed)', 'Pink grapefruit juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", ""Difford's Daiquiri Bitters""]","['1 2⁄3 shot', '1⁄2 shot', '1⁄2 shot', '1⁄2 shot', '1⁄6 shot', '4 drop']",7,7,168 calories,,19.89,,11,Sours (citrus),https://www.diffordsguide.com/cocktails/recipe/2026/index.html
Vanilla & Raspberry Cocktail,Martini glass,['Raspberries'],"MUDDLE raspberries in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","['Raspberries (fresh)', 'Vanilla flavoured vodka', 'Shiraz red wine', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Chilled water (omit if using wet ice)']","['12 fresh', '2 shot', '1⁄4 shot', '1⁄4 shot', '1⁄2 shot']",,,,,,,1,Modern,https://www.diffordsguide.com/cocktails/recipe/2027/index.html
Vanilla Daiquiri,Coupe glass,"['Lime', 'wedge', 'on', 'rim']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Gold rum (1-3 years old mellow light) (infused with vanilla)', 'Lime juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Chilled water (omit if using wet ice)']","['2 shot', '1⁄2 shot', '1⁄3 shot', '1⁄3 shot']",,,,,,Cocktails & Mixed Drinks,4,,https://www.diffordsguide.com/cocktails/recipe/2028/index.html
Vanilla Laika,Collins glass,"['Seasonal', 'berries']",SHAKE all ingredients with ice and strain into glass filled with crushed ice.,"['Vanilla flavoured vodka', 'Giffard Crème de Mûre liqueur', 'Lemon juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Apple juice (apple cider) unsweetened & cloudy']","['1 1⁄2 shot', '1⁄2 shot', '1⁄3 shot', '1⁄3 shot', '2 1⁄2 shot']",5,4,206 calories,,10.61,,6,Modern,https://www.diffordsguide.com/cocktails/recipe/2029/index.html
Vanilla Margarita,Old-fashioned glass,"['Lime', 'wedge']",SHAKE all ingredients with ice and fine strain into ice-filled chilled glass.,"['Patrón Reposado tequila', 'De Kuyper Triple Sec (40%)', 'Lime juice (freshly squeezed)', 'Vanilla sugar syrup', ""Bob's Vanilla bitters"", 'Saline solution 4:1 (20g sea salt to 80g water)']","['1 1⁄2 shot', '2⁄3 shot', '2⁄3 shot', '1⁄3 shot', '4 drop', '2 drop']",7,7,,,,,5,Sours (citrus),https://www.diffordsguide.com/cocktails/recipe/2030/index.html
Vanilla Sensation,Martini glass,"['Apple', 'slice']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Vanilla flavoured vodka', 'Sour apple liqueur', 'Dry vermouth']","['2 shot', '1 shot', '1⁄2 shot']",,,,,,,1,Modern,https://www.diffordsguide.com/cocktails/recipe/2031/index.html
Vanilla Vodka Sour,Flute glass,"['Lemon', '&', 'orange', 'zest', 'twists']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Vanilla flavoured vodka', 'Licor 43 Original liqueur', 'Lemon juice (freshly squeezed)', 'Pasteurised egg white (or aquafaba)']","['2 shot', '3⁄4 shot', '3⁄4 shot', '1⁄2 shot']",,,,,,,6,Modern,https://www.diffordsguide.com/cocktails/recipe/2032/index.html
Vanilla'tini,Martini glass,"['Half', 'vanilla', 'pod']",STIR all ingredients with ice and strain into chilled glass.,"['Vanilla flavoured vodka', 'Hazelnut liqueur', 'Lemon-lime soda (Sprite/7-Up)']","['2 1⁄2 shot', '1⁄2 shot', '1 1⁄2 shot']",,,,,,,3,Modern,https://www.diffordsguide.com/cocktails/recipe/2033/index.html
Vanitini,Martini glass,"['Pineapple', 'wedge']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Vanilla flavoured vodka', 'Sauvignon blanc wine', 'Sour pineapple liqueur', 'Giffard Crème de Mûre liqueur']","['2 shot', '2 shot', '3⁄4 shot', '1⁄4 shot']",,,,,,,,Modern,https://www.diffordsguide.com/cocktails/recipe/2034/index.html
404 - Page not found,,[],,[],,,,,,,,,,https://www.diffordsguide.com/cocktails/recipe/2035/index.html
Vante Cocktail,Coupe glass,"['Orange', 'zest', 'twist']","MUDDLE cardamom in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","['Green cardamom pods', 'Vanilla flavoured vodka', 'Sauvignon blanc wine', 'Licor 43 Original liqueur', 'Pineapple juice (fresh pressed)']","['3 dried', '1 shot', '1 shot', '1 shot', '1⁄2 shot']",5,5,,,,19.12,5,Modern,https://www.diffordsguide.com/cocktails/recipe/2036/index.html
Vavavoom,Flute glass,['None'],POUR ingredients into chilled glass. TOP with champagne.,"['De Kuyper Triple Sec (40%)', 'Lemon juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Brut champagne or sparkling wine']","['1⁄2 shot', '1⁄2 shot', '1⁄4 shot', 'Top up with']",,,,,,,9,Champagne,https://www.diffordsguide.com/cocktails/recipe/2037/index.html
Velvet Fog,Coupe glass,"['Orange', 'zest', 'twist', '(discarded)', '&', 'dust', 'with', 'grated', 'nutmeg']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Ketel One Vodka', ""Difford's Falernum liqueur"", 'Lime juice (freshly squeezed)', 'Orange juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Angostura Aromatic Bitters']","['1 2⁄3 shot', '1⁄3 shot', '1⁄2 shot', '2⁄3 shot', '1⁄4 shot', '2 dash']",6,7,171 calories,,17.27,,23,Sours (citrus),https://www.diffordsguide.com/cocktails/recipe/2038/index.html
